Marker;MedianMs;MeanMs;LowerQuartileMs;UpperQuartileMs;MaxMs;Count;CountPerFrame;PresentFrames;SelectedFrames
"mscorlib.dll!System.Runtime.InteropServices::GCHandle.get_Target()";6.2597;6.066906;5.9612;6.4429;7.8064;184892;11555.75;16;16
"mscorlib.dll!System::Enum.ToString()";6.2522;6.839193;5.9923;6.6436;13.2147;9555;597.1875;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTopologyTransitionController.RefreshBoardSurfaceTransition()";6.1577;6.01798;5.8821;6.3909;7.4593;113;7.0625;15;16
"mscorlib.dll!System.Collections.Generic::Dictionary`2.set_Item()";6.0444;6.246406;5.7314;6.6867;12.6276;186207;11637.9375;16;16
"Game.Feature.Stages.dll!Game.Feature.Stages::SaveSlotStore.LoadSlot()";6.0354;5.97558;5.863;6.6636;7.2618;113;7.0625;15;16
"RenderPlayModeViewCameras";6.0243;6.299613;5.4938;6.5304;9.5951;16;1;16;16
"mscorlib.dll!System.Collections.ObjectModel::ReadOnlyCollection`1.get_Count()";5.9751;5.68972;5.5644;6.0716;6.8899;533870;33366.875;15;16
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.DoRenderLoop_Internal()";5.9371;6.217962;5.4298;6.456;9.4421;16;1;16;16
"UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipeline.InternalRender()";5.9194;6.200687;5.4072;6.4426;9.4069;16;1;16;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.Render()";5.9185;6.199769;5.4064;6.442;9.4034;16;1;16;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayCubeProjector.ProjectCell()";5.9117;5.666093;5.6115;6.0855;6.7744;11412;713.25;15;16
"Inl_UniversalRenderTotal";5.8531;6.129119;5.3378;6.387;9.2359;16;1;16;16
"Unity.Burst.dll!Unity.Burst::BurstCompiler.Compile()";5.7201;5.7201;5.7201;5.7201;5.7201;2;0.125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.MaterializeMovementOperations()";5.7171;5.963513;5.4726;6.3203;7.2067;113;7.0625;15;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.RenderCameraStack()";5.6864;5.973894;5.2126;6.2659;8.9865;16;1;16;16
"Inl_RenderCameraStack";5.6839;5.971419;5.2107;6.2637;8.9841;16;1;16;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::GameplayVfxCueId.ToString()";5.5922;5.5922;5.5922;5.5922;5.5922;204;12.75;1;16
"Game.Feature.Stages.dll!Game.Feature.Stages::SaveSlotStore.LoadAll()";5.572;5.495167;5.4071;6.0031;6.6775;113;7.0625;15;16
"Game.Feature.Gameplay.Vfx.Authoring.dll!Game.Feature.Gameplay.Vfx.Authoring::VfxPrefabValidationDiagnostics.ValidateModelRootContract()";5.4922;5.4922;5.4922;5.4922;5.4922;204;12.75;1;16
"mscorlib.dll!System.Collections.Generic::List`1.AddWithResize()";5.4241;6.710747;5.3007;6.1869;21.3868;17816;1113.5;15;16
"mscorlib.dll!System.Text::StringBuilder.AppendFormatHelper()";5.3819;6.116073;5.2881;5.9209;12.8216;5889;368.0625;15;16
"Game.Feature.Gameplay.Vfx.ProductionRuntime.dll!Game.Feature.Gameplay.Vfx.Host::PresentationMotionFollowingVfxController.Refresh()";5.2882;5.176287;5.019;5.371;6.304;369;23.0625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.TryGetComponent()";5.2708;4.842431;4.987;5.4594;6.2578;82687;5167.9375;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::FinalizationBatch.MergeFrom()";5.2368;5.27598;4.9612;5.5211;7.7144;2149;134.3125;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::SnapshotEntityLogicProvider.TryAddDynamicEntityLogic()";5.2147;5.009853;4.8918;5.3578;6.3402;11639;727.4375;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host.UIAccess::GameplayHostStageQuery.Read()";5.1957;5.049213;5.0382;5.3364;6.174;113;7.0625;15;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.RenderSingleCamera()";5.1721;5.414387;4.7101;5.704;8.0947;16;1;16;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationAssembler.Resolve()";5.1704;5.02392;5.0134;5.3099;6.1455;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::PlayerViewPresentationMapper.Build()";5.1566;5.182807;4.9561;5.4759;6.5086;113;7.0625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Object.op_Inequality()";5.1365;4.983937;4.8939;5.3255;6.2243;185613;11600.8125;16;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayCubeProjector.ResolveFrame()";5.1079;4.878493;4.8335;5.2181;5.8995;20451;1278.1875;15;16
"Game.Feature.UI.Application.dll!Game.Feature.UI.Application::ObjectiveHudPresenter.BuildRows()";5.0531;4.948453;4.847;5.3693;6.149;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::TileFeatureVisualPresentationController.RefreshContinuousStates()";4.9582;4.849533;4.6744;5.1461;6.0742;113;7.0625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Object.IsNativeObjectAlive()";4.8617;4.7259;4.6364;5.0857;5.8823;291236;18202.25;16;16
"mscorlib.dll!System.Collections.Generic::List`1.EnsureCapacity()";4.8474;5.760237;4.8026;5.5849;20.7529;17916;1119.75;16;16
"mscorlib.dll!System.Collections.Generic::List`1.set_Capacity()";4.7619;5.908127;4.6456;5.3034;20.5535;17816;1113.5;15;16
"System.Core.dll!System.Collections.Generic::HashSet`1.InternalGetHashCode()";4.7577;4.7129;4.5107;4.8254;5.4518;116890;7305.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::FinalizationOperation.WithSequence()";4.7289;4.768813;4.5086;4.9854;7.0111;4646;290.375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.RunPreMovementStatePhase()";4.7033;5.114733;4.5111;5.0849;8.4348;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::TileFeatureVisualPresentationController.RefreshContinuousState()";4.6765;4.53118;4.3487;4.7732;5.7243;791;49.4375;15;16
"Game.Feature.Gameplay.Vfx.ProductionRuntime.dll!Game.Feature.Gameplay.Vfx.Host::PresentationMotionFollowingVfxController.RefreshAttachedFollowers()";4.6558;4.571127;4.4421;4.7646;5.3956;369;23.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayPoseResolver.CreateEntityPose()";4.5498;4.371447;4.3661;4.708;5.1887;9039;564.9375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.CopyTileFeaturesByIdTo()";4.4837;5.331373;4.3619;4.5916;19.3397;341;21.3125;15;16
"mscorlib.dll!System::String.Equals()";4.4501;4.29646;4.2902;4.557;5.0608;6494;405.875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::ProjectedWorld.ApplyBatch()";4.4388;4.405667;4.1795;4.558;6.3471;2373;148.3125;15;16
"Game.Feature.Gameplay.Vfx.ProductionRuntime.dll!Game.Feature.Gameplay.Vfx.Host::EnemyMotionAttachedVfxFollowerPlanner.Build()";4.4277;4.479573;4.257;4.6277;5.2773;113;7.0625;15;16
"Inl_UniversalRenderPipeline.RenderSingleCameraInternal: Main Camera";4.4122;4.737075;4.1442;4.8797;6.9579;16;1;16;16
"mscorlib.dll!System::SpanHelpers.SequenceEqual()";4.3985;4.240467;4.2386;4.4934;4.998;2629;164.3125;15;16
"mscorlib.dll!System::String.EqualsHelper()";4.3891;4.2338;4.2274;4.4892;4.989;2169;135.5625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::TileFeatureVisualTargetView.SetBarricadeActiveImmediate()";4.3326;4.1896;4.0405;4.4249;5.3139;678;42.375;15;16
"mscorlib.dll!::Enumerator.get_Current()";4.3095;3.999619;4.1641;4.4781;5.4674;420341;26271.3125;16;16
"Game.Feature.Gameplay.dll!::PhaseOwnerIndex.Register()";4.3072;4.279873;4.122;4.5296;5.3715;82264;5141.5;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayEntityPresentationApplier.BuildEnemyVisualPresentationFacts()";4.2693;4.169747;4.1079;4.3805;5.0951;9600;600;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.BuildEnemyChargeKinematicLocomotionPlans()";4.2094;4.18778;4.038;4.4082;6.1129;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayCubeProjector.TryResolveEntityRotation()";4.1568;4.0078;4.027;4.307;4.7618;9039;564.9375;15;16
"UnityEngine.CoreModule.dll!::MarshalledUnityObject.MarshalNotNull()";4.0573;3.895819;3.8757;4.1852;4.7552;451418;28213.625;16;16
"Game.Feature.Gameplay.Vfx.Authoring.dll!Game.Feature.Gameplay.Vfx.Authoring::VfxPrefabValidationDiagnostics.AppendModelRootContractMessages()";4.0106;4.0106;4.0106;4.0106;4.0106;204;12.75;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.CloseInterruptedUnitKinematics()";3.9847;4.079753;3.7706;4.2353;5.8121;113;7.0625;15;16
"System.Core.dll!::<GetEnumerator>d__3.MoveNext()";3.9624;3.9624;3.9624;3.9624;3.9624;128;8;1;16
"mscorlib.dll!System.Collections.Generic::EnumerableHelpers.ToArray()";3.9097;3.818807;3.6574;4.126;5.226;18414;1150.875;15;16
"mscorlib.dll!System.Collections.Generic::GenericEqualityComparer`1.Equals()";3.8703;3.542869;3.7727;3.9282;4.4325;347975;21748.4375;16;16
"mscorlib.dll!System.Collections.Generic::GenericEqualityComparer`1.GetHashCode()";3.8559;3.813807;3.6611;3.9306;4.4275;116822;7301.375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot..ctor()";3.8146;3.741653;3.5679;3.9798;5.0847;906;56.625;15;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::ObjectiveHudView.ReconcileRows()";3.796;3.796;3.796;3.796;3.796;1;0.0625;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TileFeatureEffectResolver.ResolveBarricadeCrushes()";3.7853;3.58854;3.4832;3.8628;4.1377;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayTickPresentationCoordinator.HandleTopologyPresentationCompleted()";3.7263;3.630593;3.5581;3.8142;4.5502;113;7.0625;15;16
"Game.Feature.Gameplay.Vfx.Authoring.dll!Game.Feature.Gameplay.Vfx.Authoring::VfxAuthoringValidationResult.FromMessages()";3.7148;3.7148;3.7148;3.7148;3.7148;482;30.125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.CopySolidOccupancyTo()";3.6289;3.591093;3.4179;3.7321;5.3822;341;21.3125;15;16
"System.Core.dll!System.Linq::OrderedEnumerable`1.SortedMap()";3.5956;3.5956;3.5956;3.5956;3.5956;4;0.25;1;16
"Unity.RenderPipelines.Universal.Runtime.dll!UnityEngine.Rendering.Universal::UniversalRenderPipeline.RecordAndExecuteRenderGraph()";3.5795;3.808956;3.337;3.9955;5.2873;16;1;16;16
"System.Core.dll!System.Linq::EnumerableSorter`1.Sort()";3.5682;3.5682;3.5682;3.5682;3.5682;4;0.25;1;16
"UnityEngine.CoreModule.dll!UnityEngine::GameObject.TryGetComponentFastPath()";3.5597;3.244112;3.3246;3.6807;4.219;82595;5162.1875;16;16
"Game.Feature.Gameplay.dll!::PhaseOwnerIndex.HasConflict()";3.5534;3.437167;3.3394;3.6158;4.4081;82264;5141.5;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.TryGetEntity()";3.5358;3.425713;3.4011;3.6795;4.2407;37738;2358.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyLogic..ctor()";3.5225;3.502467;3.4518;3.8615;4.3537;2260;141.25;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.CopyStackedUnitsByCellTo()";3.5144;3.517273;3.2495;3.6664;4.6799;341;21.3125;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::TileFeatureVisualPoseSynchronizer.Refresh()";3.5108;3.407447;3.3472;3.595;4.2234;4859;303.6875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyViewPresentationMapper.Build()";3.5066;3.616133;3.2738;3.622;4.8671;113;7.0625;15;16
"System.dll!::Enumerator.MoveNext()";3.4541;3.306313;3.2944;3.5292;3.98;97848;6115.5;15;16
"mscorlib.dll!System.Collections.Generic::KeyValuePair`2..ctor()";3.4451;3.126387;3.2789;3.5794;4.0658;306291;19143.1875;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.TryGetUnitKinematicPose()";3.4352;3.304487;3.2222;3.5002;4.1618;18330;1145.625;15;16
"UnityEngine.CoreModule.dll!UnityEngine::Object.op_Equality()";3.4289;3.431631;3.2559;3.5713;5.891;129740;8108.75;16;16
"System.Core.dll!System.Linq::EnumerableSorter`2.QuickSort()";3.3958;3.3958;3.3958;3.3958;3.3958;4;0.25;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.CompareEntityById()";3.3785;3.230433;3.1861;3.4061;3.9842;339066;21191.625;15;16
"System.dll!System.Collections.Generic::SortedSet`1.ConstructRootFromSortedArray()";3.373;3.26882;3.1202;3.4374;4.5271;18414;1150.875;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.SyncPlayerRuntimeState()";3.3508;3.33266;3.1633;3.7383;4.1247;9600;600;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.SyncEnemyRuntimeState()";3.2892;3.204853;3.1618;3.3553;3.9562;9600;600;15;16
"mscorlib.dll!System.Collections.Generic::ComparisonComparer`1.Compare()";3.2832;3.2832;3.2832;3.2832;3.2832;572;35.75;1;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationResolvedData..ctor()";3.2358;3.126973;3.092;3.3667;3.8661;113;7.0625;15;16
"System.Core.dll!System.Linq::EnumerableSorter`2.CompareAnyKeys()";3.2301;3.2301;3.2301;3.2301;3.2301;572;35.75;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::GameplayEntityView.ApplyLocalPose()";3.22;3.130473;3.1032;3.3478;3.8918;9600;600;15;16
"mscorlib.dll!System.Collections.Generic::List`1.get_Count()";3.196;2.950525;3.0864;3.3813;3.7699;995745;62234.0625;16;16
"Game.Feature.Stages.dll!Game.Feature.Stages::StagePresentationResolvedData.CloneReadOnlyBoardTilePaintOverrides()";3.1763;3.067333;3.0328;3.2992;3.795;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPresentationDataBuilder.AddTileFeatureActivationEvents()";3.175;3.114907;3.0512;3.3961;3.9394;113;7.0625;15;16
"GC.Collect";3.1707;5.908;3.1707;3.1707;8.6453;2;0.125;2;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyEntityLogicFactory.CanCreate()";3.1648;3.035673;3.0743;3.2883;3.6036;62376;3898.5;15;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::GameplayVfxPresentationController.Refresh()";3.1584;4.406153;2.9322;3.572;20.895399;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyAiRuntimeDefinition.Validate()";3.1566;3.035507;3.045;3.1979;3.8082;8136;508.5;15;16
"mscorlib.dll!System.Collections.ObjectModel::ReadOnlyDictionary`2.GetEnumerator()";3.1096;3.189487;2.9201;3.1997;4.1011;11461;716.3125;15;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::VfxBindingKey.CompareTo()";3.1091;3.1091;3.1091;3.1091;3.1091;572;35.75;1;16
"UnityEngine.CoreModule.dll!UnityEngine::Object.GetInstanceID()";3.0543;2.985919;2.9081;3.3995;3.9799;185515;11594.6875;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyEntityLogicFactory.Game.Feature.Gameplay.Entities.IEntityLogicFactory.Create()";3.0445;3.068393;2.964;3.3308;3.8942;1130;70.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyEntityLogicFactory.Create()";3.0169;3.037987;2.9372;3.3033;3.862;1130;70.625;15;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::ObjectiveHudView.TryStartNextTransition()";2.9839;2.9839;2.9839;2.9839;2.9839;1;0.0625;1;16
"mscorlib.dll!System::Int32.GetHashCode()";2.982;2.681319;2.8202;3.0191;3.4514;914093;57130.8125;16;16
"Game.Feature.UI.HUD.dll!Game.Feature.UI.HUD::ObjectiveHudView.StartEnter()";2.975;2.975;2.975;2.975;2.975;1;0.0625;1;16
"Unity.Burst.dll!Unity.Burst::BurstCompiler.CompileFunctionPointer()";2.9712;2.9712;2.9712;2.9712;2.9712;1;0.0625;1;16
"mscorlib.dll!System.Collections.Generic::Dictionary`2.System.Collections.Generic.IEnumerable<System.Collections.Generic.KeyValuePair<TKey,TValue>>.GetEnumerator()";2.9478;2.941673;2.7096;3.0006;3.8987;11839;739.9375;15;16
"Game.Feature.Gameplay.Vfx.ProductionRuntime.dll!Game.Feature.Gameplay.Vfx.Host::EnemyMotionAttachedVfxFollowerPlanner.AddBoxSlideExplicitStopKeys()";2.9462;2.964087;2.8163;3.0727;3.5648;113;7.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyInactiveVisualController.Apply()";2.9048;2.900207;2.8415;3.0171;3.9442;1280;80;15;16
"Game.Feature.Gameplay.Vfx.ProductionRuntime.dll!::AuthoringPrefabProvider.Game.Feature.Gameplay.Vfx.Host.IVfxPrefabProvider.TryResolvePrefab()";2.8819;2.8819;2.8819;2.8819;2.8819;2;0.125;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyEntityLogicFactory.ResolveDefinition()";2.8585;2.766233;2.7685;2.91;3.3668;5763;360.1875;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.TryGetEnemyAnimatorDriver()";2.8497;2.755313;2.7261;2.9063;3.3396;10730;670.625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.TryGetPlayerAnimatorDriver()";2.8227;2.781847;2.6958;3.0369;3.5169;9713;607.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCombatEntityLogicFactory.Game.Feature.Gameplay.Entities.IEntityLogicFactory.Create()";2.8138;2.764413;2.7278;2.9359;3.4098;1130;70.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::WorldSnapshot.CreateReadonlySnapshotOwnedCellIndex()";2.8122;2.703927;2.6226;2.874;3.4876;1812;113.25;15;16
"Game.Feature.Gameplay.Vfx.dll!Game.Feature.Gameplay.Vfx::GameplayVfxCueId.CompareTo()";2.7924;2.7924;2.7924;2.7924;2.7924;572;35.75;1;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TileFeatureEffectResolver.TryFindDefinition()";2.7895;2.68794;2.668;2.9396;3.0724;2486;155.375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCombatEntityLogicFactory.Create()";2.7871;2.734287;2.7019;2.9063;3.378;1130;70.625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayAnimationSyncCoordinator.CacheEnemyAnimatorDriver()";2.7852;2.64734;2.6213;2.8792;3.1168;8475;529.6875;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayEntityPresentationApplier.ApplyPlayerDeathDisplacement()";2.7836;2.7397;2.7482;2.9455;3.3086;9600;600;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCoreLogicAdapter.Game.Feature.Gameplay.Entities.IPreMovementStateLogic.CommitPreMovementState()";2.7758;3.00968;2.7139;3.0777;4.5104;1130;70.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyCoreLogicAdapter.CommitPreMovementState()";2.7676;2.998907;2.7044;3.0694;4.4784;1130;70.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.BoardState::BoardBounds.Contains()";2.7651;2.648753;2.5984;2.8115;3.1967;29467;1841.6875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EnemyLogic.Game.Feature.Gameplay.Entities.IPreMovementStateLogic.CommitPreMovementState()";2.7453;2.9574;2.6712;3.0458;4.1826;1130;70.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Host::EnemyViewPresentationMapper.CacheFinalEntities()";2.7175;2.599707;2.5641;2.8008;3.075;113;7.0625;15;16
"mscorlib.dll!System::IntPtr.op_Inequality()";2.7125;2.65555;2.628;2.8206;3.2852;928818;58051.125;16;16
"System.dll!::Enumerator.Initialize()";2.7124;2.6006;2.5814;2.7591;3.2141;48924;3057.75;15;16
"System.dll!System.Text.RegularExpressions::Regex.IsMatch()";2.6974;2.6381;2.5412;2.8113;3.3068;1582;98.875;15;16
"Game.Feature.Gameplay.Vfx.ProductionRuntime.dll!::AuthoringPrefabProvider.TryResolvePrefab()";2.6952;2.6952;2.6952;2.6952;2.6952;2;0.125;1;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayEntityPresentationApplier.BuildProcessingEntityIds()";2.6419;2.560653;2.4833;2.6955;3.1086;128;8;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::FinalizationBatch.ApplyTo()";2.5715;2.94336;2.0871;2.7156;6.7623;454;28.375;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.TryBuildEnemyKinematicContinuationPayload()";2.548;2.538713;2.3275;2.7166;3.142;1130;70.625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::FinalizationBatch.ApplyBucket()";2.5417;2.87792;2.0665;2.6876;6.1163;2270;141.875;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Entities::EntityLogicCreationContext.get_Entity()";2.5415;2.440247;2.443;2.5869;2.9726;108593;6787.0625;15;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Movement.Collection::MovementIntentCollector.Collect()";2.5349;2.782667;2.453;2.7607;3.9728;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::TileFeatureVisualTargetView.SetAnimatorBool()";2.5096;2.402027;2.3037;2.5341;3.0988;791;49.4375;15;16
"UnityEngine.CoreModule.dll!Unity.Burst.LowLevel::BurstCompilerService.CompileAsyncDelegateMethod()";2.4965;2.4965;2.4965;2.4965;2.4965;1;0.0625;1;16
"UnityEngine.CoreModule.dll!Unity.Burst.LowLevel::BurstCompilerService.CompileAsyncDelegateMethod_Injected()";2.4942;2.4942;2.4942;2.4942;2.4942;1;0.0625;1;16
"Game.Feature.Gameplay.Vfx.Host.dll!Game.Feature.Gameplay.Vfx.Host::GameplayVfxGameObjectPool.Lease()";2.4589;2.4589;2.4589;2.4589;2.4589;2;0.125;1;16
"UnityEngine.CoreModule.dll!UnityEngine::Component.get_transform()";2.4428;2.596712;2.3336;2.5595;6.6031;23250;1453.125;16;16
"mscorlib.dll!System::IntPtr.op_Explicit()";2.4404;2.242562;2.3132;2.5087;2.7573;576257;36016.0625;16;16
"Game.Feature.Gameplay.dll!Game.Feature.Gameplay.Loop::TickPipeline.BuildAttackPlan()";2.4318;2.66396;2.2654;2.6769;5.6789;226;14.125;15;16
"Game.Feature.Gameplay.Vfx.Authoring.dll!Game.Feature.Gameplay.Vfx.Authoring::VfxCueMapAsset.TryResolvePrefab()";2.424;2.424;2.424;2.424;2.424;2;0.125;1;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::TileFeatureVisualTargetView.HasAnimatorParameter()";2.4129;2.311033;2.2111;2.4299;2.9904;791;49.4375;15;16
"Game.Feature.Stages.dll!Game.Feature.Stages::SaveSlotStore.LoadDto()";2.3984;2.33014;2.2434;2.5385;2.6706;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayBoardSurfaceRenderer.CanSkipCompleteTopologyTransition()";2.3847;2.3327;2.2721;2.4701;2.8483;113;7.0625;15;16
"Game.Feature.Gameplay.Host.dll!Game.Feature.Gameplay.Host::GameplayBoardSurfaceRenderer.HasVisibleSteadySurface()";2.3794;2.326187;2.2667;2.4639;2.8408;113;7.0625;15;16
